title,price,link_item,image_url,index_,discount_idx,discount_percent_list,countReviews,type,category,official_idx,official
SOYES XS15 RAM 6GB + ROM 128GB Camera HD 3.0 inch Android 11.0 Thẻ SIM kép Hỗ trợ định vị hệ thống GPS,1.008.668 ₫,https://www.lazada.vn/products/soyes-xs15-ram-6gb-rom-128gb-camera-hd-30-inch-android-110-the-sim-kep-ho-tro-dinh-vi-he-thong-gps-i2549676551.html,https://img.lazcdn.com/g/p/f73583016427ec76aa00d5b12f42e46f.jpg_400x400q75.jpg_.webp,31,31,50% Off,Hà Nội,lazada,smartphone,31,0
"Điện thoại Samsung Galaxy J7 Pro 2sim ram 3G/32G mới, màn hình 5.5inch, Chiến PUBG/Liên Quân",439.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-j7-pro-2sim-ram-3g32g-moi-man-hinh-55inch-chien-pubglien-quan-i2456694423.html,https://img.lazcdn.com/g/p/aa99aae1d39fa575088fab4f45b7c6f4.jpg_400x400q75.jpg_.webp,32,32,32% Off,Hồ Chí Minh,lazada,smartphone,32,0
Đảm bảo chất lượng SOYES XS15 4GB + 64GB 4G Dual SIM Dual Standby Android 11.0 Điện thoại di động màn hình 3.0 inch Wifi GPS 3000mAh Trải nghiệm chơi game tuyệt vời,979.671 ₫,https://www.lazada.vn/products/dam-bao-chat-luong-soyes-xs15-4gb-64gb-4g-dual-sim-dual-standby-android-110-dien-thoai-di-dong-man-hinh-30-inch-wifi-gps-3000mah-trai-nghiem-choi-game-tuyet-voi-i2527944453.html,https://img.lazcdn.com/g/p/89f47bee6296174f9bdb6958efb167ca.jpg_400x400q75.jpg_.webp,33,33,50% Off,Hà Nội,lazada,smartphone,33,0
Điện thoại Samsung Galaxy M34 5G - 2 SIM - 128 GB | 8 GB,6.550.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-m34-5g-2-sim-128-gb-8-gb-i2538893953.html,https://img.lazcdn.com/g/p/1ad82ee636601988a2b12dcc13948d7f.jpg_400x400q75.jpg_.webp,34,34,18% Off,Hà Nội,lazada,smartphone,34,1
oppo a3s,999.000 ₫,https://www.lazada.vn/products/oppo-a3s-i2352710194.html,https://img.lazcdn.com/g/ff/kf/S6896b5ab92f5412f95deb585f4ec9f8dB.jpg_400x400q75.jpg_.webp,35,35,,Thanh Hóa,lazada,smartphone,35,0
dienthoaigiare J2prime_g532 ram 1.5 8g hõ trợ thẻ nhớ zalo facebok tiktok ...,269.999 ₫,https://www.lazada.vn/products/dienthoaigiare-j2prime_g532-ram-15-8g-ho-tro-the-nho-zalo-facebok-tiktok-i2411881944.html,https://img.lazcdn.com/g/p/8532393fed95f5edb94cf3c6f1ec419c.jpg_400x400q75.jpg_.webp,36,36,10% Off,"62 Đã bán
(22)
Hải Phòng",lazada,smartphone,36,0
"điện thoại Xiaomi Redmi 6 ram 4G/64G 2sim Chính Hãng, Màn hình: IPS LCD, 5.45"",HD+, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",898.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-6-ram-4g64g-2sim-chinh-hang-man-hinh-ips-lcd-545hd-cau-hinh-chip-cao-manh-me-cay-lien-quan-pubg-free-fire-tiktok-sieu-muot-i2035351879.html,https://img.lazcdn.com/g/p/94438583acc69f14562515d23cf94f4d.jpg_400x400q75.jpg_.webp,37,37,46% Off,"33 Đã bán
(17)
Hồ Chí Minh",lazada,smartphone,37,0
"[Smartphone Chuyên Game] điện thoại Black Shark 4 5G máy 2sim ram 8G/128G Chính Hãng, Màn 6.67inch, Chip: Snapdragon 870 5G, Bảo hành 12 tháng",5.499.000 ₫,https://www.lazada.vn/products/smartphone-chuyen-game-dien-thoai-black-shark-4-5g-may-2sim-ram-8g128g-chinh-hang-man-667inch-chip-snapdragon-870-5g-bao-hanh-12-thang-i2234066519.html,https://img.lazcdn.com/g/p/2f0bd5360d14990d78fb1ff26e29a691.jpg_400x400q75.jpg_.webp,38,38,41% Off,"41 Đã bán
(34)
Hồ Chí Minh",lazada,smartphone,38,0
BlackBerry Q10,800.000 ₫,https://www.lazada.vn/products/blackberry-q10-i2343027245.html,https://img.lazcdn.com/g/p/91a3872ce7b957dbc536d22e08ca5654.jpg_400x400q75.jpg_.webp,39,39,,Hồ Chí Minh,lazada,smartphone,39,0
Điện thoại độc cổ NOKIA x1-01 2 sim giá rẻ bảo hành 6 tháng,299.000 ₫,https://www.lazada.vn/products/dien-thoai-doc-co-nokia-x1-01-2-sim-gia-re-bao-hanh-6-thang-i258656058.html,https://img.lazcdn.com/g/p/be3225710b0e3457c33a7cf3f1ba9c78.jpg_400x400q75.jpg_.webp,40,40,,"47 Đã bán
(9)
Hồ Chí Minh",lazada,smartphone,40,0
